Title,Date,Summary
"Pemerintah AS Transfer Bitcoin Bernilai Rp64,2 Miliar yang Disita dari Pengedar Narkoba","Selasa, 23 Juli 2024","Pemerintah Amerika Serikat diketahui telah memindahkan sebanyak 58,74 Bitcoin keexchangekripto Coinbase pada 22 Juli 2024.Data dariArkham Intelligencemenunjukkan bahwa sebuah alamatwalletyang terkait dengan pemerintah AS mulai mentransfer Bitcoin senilai sekitar US$3,96 juta atau setara dengan Rp64,2 miliar ke Coinbase Prime.Riwayat transaksi Bitcoin terbaru dari pemerintah AS."
Avail Umumkan Pembentukan Avail Foundation,"Selasa, 23 Juli 2024","Avail, proyek Web3 yang dirancang untuk menjadi platform yang menghubungkan berbagai ekosistem telah merilis Avail Foundation.Didirikan dengan tujuan untuk meningkatkan kepercayaan dalam masyarakat digital modern, Avail Foundation berfokus pada pengembangan sistem yang meminimalkan kebutuhan akan perantara dan pihak ketiga.Ini adalah langkah maju dalam menciptakan infrastruktur global yang memungkinkan interaksi dan transaksi yang aman dan lancar.Avail FoundationAvail Foundation didirikan atas keyakinan bahwa masyarakat dengan tingkat kepercayaan yang tinggi adalah kunci untuk mendorong kemajuan dan memastikan koordinasi sosial dan ekonomi yang adil.Yayasan ini berfokus pada pengembangan sistem yang meminimalkan kebutuhan akan pihak perantara, sehingga memungkinkan orang-orang di seluruh dunia untuk berinteraksi dan bertransaksi dengan aman dan tanpa hambatan.Avail Foundation akan didirikan di Swiss, mengikuti jejak yayasan blockchain terkemuka lainnya."
"zkLink Resmi Luncurkan Token ZKL, Harga Malah Anjlok 40%","Selasa, 23 Juli 2024","zkLink, proyek layer-3 berbasis jaringan Ethereum, secara resmi meluncurkan tokennativemereka yakni ZKL di berbagai platformexchangeterpusat (CEX) pada 22 Juli 2024.Melalui postingan di X, zkLink mengumumkan token ZKL kini dapat diperdagangkan di berbagai CEX seperti Bybit, Bitget, KuCoin, Gate, BitMart, MEXC, dan beberapa lainnya."
"BlackRock Catat Inflow ETF Bitcoin Rp8,5 Triliun dalam Sehari!","Selasa, 23 Juli 2024","Produk Exchange-Traded Fund (ETF) Bitcoin spot memulai perdagangan pekan ini dengan mencatat arus dana signifikan, dengan sebagian besar kontribusi berasal dari BlackRock.Data dariFarside Investorsmenunjukkan bahwa iShares Bitcoin Trust (IBIT) BlackRock mencatat arus masuk hingga US$526,7 juta atau sekitar Rp8,5 triliun hanya pada Senin (22/7/2024).Total arus masuk ke dalam ETF BlackRock kini mencapai 333.000 BTC, setara dengan US$22,1 miliar atau setara Rp357,8 triliun berdasarkan harga saat ini.Arus masuk ke dalam produk ETF Bitcoin spot."
8 ETF Ethereum Spot Segera Diperdagangkan di AS,"Selasa, 23 Juli 2024","Exchange-Traded Fund (ETF) Ethereum spot kini dapat diperdagangkan di Amerika Serikat setelah mendapat persetujuan akhir dari Komisi Sekuritas dan Bursa AS (SEC).Pada Senin malam (22/7/2024), SEC dilaporkan menyetujui formulir S-1 yang diperlukan untuk peluncuran ETF ini di bursa saham masing-masing.Sebanyak delapan ETF Ethereum spot akan mulai ditawarkan di AS, termasuk produk dari BlackRock, Fidelity, VanEck, Bitwise, 21Shares, Franklin Templeton, Invesco Galaxy, dan Grayscale.It’s official: Spot Eth ETFs have been made effective by the SEC."
"Mt.Gox Aktifkan Wallet, Kirim Bitcoin ke Bitstamp","Senin, 22 Juli 2024",Mt.
MOG Coin dan Popcat Pimpin Narasi Meme Coin Bertema Kucing,"Senin, 22 Juli 2024","Meme coin Ethereum, Mog Coin (MOG) dan Popcat (POPCAT) berbasis Solana telah melonjak secara signifikan, didorong oleh narasi bertema kucing dan peningkatan penggunaan sebagai taruhan leverage oleh beberapa pedagang.Selama akhir pekan pada 20-21 Juli 2024, kedua koin tersebut memperoleh keuntungan besar, dengan MOG mencapai rekor tertinggi baru sepanjang masa di US$0,00000245 dan Popcat sempat melampaui kapitalisasi pasar US$1 miliar.Gambar: Daftar meme coin bertema kucing populer."
"Berupaya Pulihkan Kripto yang Dicuri, WazirX Umumkan Program Bounty","Senin, 22 Juli 2024","WazirX,exchangekripto India yang baru-baru ini mengalami peretasan, mengumumkan telah meluncurkan programBountyuntuk memulihkan aset kripto yang dicuri senilai kurang lebih US$230 juta.Dalam sebuah postingan di X pada Minggu (21/7/2024), WazirX menyatakan programBountyini menawarkan hingga US$10.000 USDT bagi siapa saja yang dapat melacak dan membekukan dana yang dicuri.Selain itu, mereka juga menawarkan insentif sebesar 10% dari total dana yang berhasil dipulihkan, dengan nilai maksimal mencapai US$23 juta, melalui programbountyuntuk pemulihanwhite hat.Based on@zachxbt's feedback, we have increased the White Hat Recovery reward to 10%, i.e., up to $23 Million.We invite white hat hackers, blockchain forensics experts, and cybersecurity professionals from around the world to join this critical mission and protect the integrity…https://t.co/WasoyJT5UX— WazirX: India Ka Bitcoin Exchange (@WazirXIndia)July 21, 2024WazirX mengalami peretasan pada 18 Juli 2024 setelah terdeteksi adanya transaksi mencurigakan yang melibatkanSafe Multisig walletmilikexchangedi jaringan Ethereum.Pelaku berhasil membobol berbagai jenis aset kripto termasuk Shiba Inu (SHIB), Ethereum (ETH), Polygon (MATIC), Floki (FLOKI), dan beberapa altcoin lainnya.Baca juga:Wallet Exchange Kripto India Dibobol, Kerugian Capai Rp2,8 TriliunPerdagangan di WazirX Dihentikan SementaraAkibat peretasan ini, WazirX memutuskan untuk menghentikan sementara aktivitas perdagangan karena berdampak pada kemampuan mereka untuk menjaga agunan 1:1 dengan aset kripto.Co-Founder WazirX, Nischal Shetty,mengatakanbahwa timnya saat ini sedang menjalankan berbagai langkah antisipasi, termasuk meminta bantuan kepada para ahli dan lebih dari 500exchangelainnya untuk membantu memblokir alamat peretas agar dana yang tercuri dapat segera dipulihkan.Shetty juga menyatakan timnya sedang menganalisis data untuk memahami sejauh mana kerusakan yang diakibatkan oleh serangan tersebut."
"Kamala Harris Calon Kuat Pengganti Biden, Bagaimana Pandangannya Soal Kripto?","Senin, 22 Juli 2024","Joe Biden, Presiden Amerika Serikat dari Partai Demokrat, telah mengumumkan tidak akan mencalonkan diri kembali pada pemilihan presiden tahun 2024."
Meme Coin Trump Kompak Naik Setelah Biden Mundur dari Pilpres AS 2024,"Senin, 22 Juli 2024","Meme coin bertemakan mantan Presiden AS Donald Trump mengalami kenaikan signifikan setelah Joe Biden mundur sebagai calon Presiden AS pada pemilihan 2024.Baca juga:Joe Biden Mundur dari Pilpres AS 2024, Harga Meme Coin BODEN Jatuh 60%Koin MAGA Hat (MAGA) naik sebesar 12%, dari US$0,00015 menjadi US$0,00018, segera setelah Biden membuat pengumuman pengunduran dirinya melalui sebuahpostingandi X."
"Joe Biden Mundur dari Pilpres AS 2024, Harga Meme Coin BODEN Jatuh 60%","Senin, 22 Juli 2024","Presiden Amerika Serikat, Joe Biden, secara resmi mengumumkan pengunduran dirinya dari pencalonan presiden AS 2024, setelah menghadapi tekanan mengingat kampanyenya dalam beberapa pekan terakhir dan kesehatannya yang cenderung menurun.Dalam sebuah publikasi di X pada Minggu (22/7/2024), Biden, seorang politisi dari Partai Demokrat AS, menyatakan dalam surat pengunduran dirinya bahwa keputusan ini adalah “keputusan terbaik demi kepentingan partai dan negara”.Dirinya juga menegaskan akan tetap menjalankan tugasnya hingga masa jabatannya berakhir pada Januari 2025.pic.twitter.com/RMIRvlSOYw— Joe Biden (@JoeBiden)July 21, 2024“Merupakan kehormatan terbesar dalam hidup saya untuk menjabat sebagai presiden Anda,” kata Biden.Menurut dataCoinMarketCap, harga memecoin Jeo Boden (BODEN) mengalami penurunan tajam hingga 60%, dari US$0,0235 menjadi US$0,0097 sesaat setelah pengumuman tersebut."
Akun X Pixelverse Ditangguhkan Usai Diprotes Penerima Airdrop PIXFI,"Senin, 22 Juli 2024",Akun media sosial X milik Pixelverse telah ditangguhkan.
Binance.US Dapat Restu Investasikan Dana Pelanggan ke Surat Utang AS,"Minggu, 21 Juli 2024","Pada 19 Juli 2024 waktu setempat, Binance.US yang dikelola oleh BAM Management US Holdings Inc (BAM) mendapatkanpersetujuanmenginvestasikan US$40 juta dana pelanggan ke dalam US Treasury Bills.Sebagai informasi, Treasury Bill atau T-Bill adalah surat utang yang diterbitkan oleh Departemen Keuangan AS."
"Presale Pepe Unchained Tembus US$4,3 Juta di Tengah Kenaikan Pasar Meme Coin","Jumat, 19 Juli 2024","Pepe Unchainedberhasil mencatat pendanaan lebih dari US$4,3 juta dalampresaletoken$PEPU."
"FBI Berupaya Sita Kripto Senilai Rp40,5 Miliar dari Penipu di  Thailand","Jumat, 19 Juli 2024","Pemerintah Amerika Serikat telah memulai tindakan perampasan sipil untuk merebut kembali aset kripto yang diperoleh melalui skemapig butcheringyang menargetkan warganya.Dalam sebuahpengumumanpada 16 Juli 2024, Kantor Kejaksaan Amerika Serikat Distrik Columbia mengungkapkan rincian bahwa mereka berupaya untuk menyita 2.546.415,01 USDT bernilai US$2,5 juta atau sekitar Rp40,5 miliar dari dua akun yang dikendalikan oleh seorang pelaku penipuanpig butcheringdi Thailand.Tindakan perampasan sipil memungkinkan Amerika Serikat untuk menyita aset dari pelaku yang disimpan di akun-akun di Binance."
Minat Investor Ritel Terhadap Bitcoin Sentuh Titik Terendah Sejak 2021,"Jumat, 19 Juli 2024","Metrik yang menunjukkan minat investor ritel terhadap Bitcoin telah mengalami penurunan mencapai titik terendah sejak 2021, meskipun harga BTC telah mencatat kenaikan signifikan ke level US$65.000.Dalam sebuah publikasi X pada Jumat (19/7/2024), CEO CryptoQuant, Ki Young Ju, mengungkapkan bahwa rata-rata perubahan bulanan permintaan dari investor ritel telah turun di bawah -15% dalam 30 hari terakhir.#Bitcoinretail investor demand is at a 3-year low.It's measured by the 30-day change in total transfer volume for transactions under $10K.h/t@AxelAdlerJrpic.twitter.com/GnosvQUa7G— Ki Young Ju (@ki_young_ju)July 18, 2024Metrik ini mengukur volume transaksi di bawah US$10.000, yang menunjukkan berkurangnya aktivitas investor ritel dalam pasar Bitcoin saat ini.Meskipun investor institusi cenderung melakukan transaksi Bitcoin dalam jumlah yang lebih besar, banyak analis dantraderberpendapat bahwa reli harga yang signifikan untuk Bitcoin tidak akan terjadi sebelum minat dari investor ritel kembali meningkat.Penjelasan lebih lanjut disampaikan olehMinkyu Woo, salah satu kontributor CryptoQuant, yang menjelaskan bahwa kenaikan harga Bitcoin yang sebenarnya biasanya diawali dengan volume pembelian besar-besaran yang berasal dari investor ritel.“Saat ini, kami masih belum melihat volume tersebut dari kalangan ritel,” ujarnya.Di sisi lain, tren pencarian terkait Bitcoin diGoogleselama 12 bulan terakhir juga menunjukkan adanya penurunan, dengan minat pencarian hanya menyentuh 43 pada pertengahan Juli."
Pengguna Aktif Render Network Naik Drastis Jelang Migrasi Token,"Jumat, 19 Juli 2024","Render Network (RNDR), sebuah proyek kripto yang berbasis teknologi kecerdasan buatan (AI), mencatat lonjakan aktivitas pengguna signifikan dan mencapai rekor tertinggi menjelang migrasi token Render (RNDR) ketickerbaru RENDER yang dijadwalkan pada 19 Juli 2024.Baca juga:Mengenal Render Network (RNDR)Menurut data dariSantiment, jumlah alamat pengguna aktif di Render Network melonjak mencapai 5.040 alamat pada 17 Juli 2024."
"Pixelverse Distribusi Airdrop, Token PIXFI Naik 125%!","Jumat, 19 Juli 2024","Pixelverse, sebuahgametap-to-earnyang berbasis di jaringan The Open Network (TON), resmi meluncurkan tokennativePIXFI dan memulai distribusiairdroppada 18 Juli 2024.Baca juga:Mengenal Game Telegram PixelVerse dan Cara BermainnyaDalam sebuahpublikasidi platform X pada Kamis (18/7/2024), Pixelverse menyatakan bahwa token PIXFI telah resmilistingdi berbagaiexchangekripto terpusat (CEX), seperti Bybit, HTX, Gate, Bitget, dan MEXC, dengan harga awal sebesar US$0,026.Peluncuran token ini diikuti dengan distribusiairdropkepada para pemain awal Pixelverse."
"Token MATIC Polygon Segera Migrasi ke POL, Catat Tanggalnya!","Kamis, 18 Juli 2024","Polygon secara resmi mengumumkan bahwa mereka akan melakukan transisi token utilitasnya, MATIC ketickerbaru yakni POL pada awal September mendatang.Dalam sebuah postingan di X pada Kamis (18/7/2024), Polygon Labs menyatakan bahwa proses migrasi token MATIC ke POL akan dimulai pada 4 September 2024.SAVE THE DATE: MATIC → POLAfter community consensus, the long-awaited upgrade is set for September 4th• Initial phase: POL replaces MATIC as the native gas and staking token for Polygon PoS• Subsequent phases: POL will serve a crucial role in the AggLayerMore details🧵pic.twitter.com/SyxsFAlOeZ— Polygon Foundation (@0xPolygonFdn)July 18, 2024Pada tahap awal migrasi ini, POL akan menggantikan MATIC sebagai tokennativeuntukgas feedanstakingpada jaringanproof-of-stake(PoS) Polygon."
"Wallet Exchange Kripto India Dibobol, Kerugian Capai Rp2,8 Triliun","Kamis, 18 Juli 2024","WazirX, sebuahexchangekripto yang berbasis di India, mengalami kerugian besar setelahwalletmereka dibobol.Dalam postingan X pada Kamis (18/7/2024) perusahaan keamanan Web3 Cyver Alerts telah mendeteksi beberapa transaksi mencurigakan yang melibatkanSafe Multisigwalletmilik WazirX di jaringan Ethereum.Sebagai informasi,Multisig walletmerupakan jeniswalletkripto yang memerlukan dua atau lebihprivate keyuntuk mengautentikasi dan mengkonfirmasi transaksi sebelum diproses.🚨ALERT🚨Hey@WazirXIndia, Our system has detected multiple suspicious transactions involving your Safe Multisig wallet on the#ETHnetwork.A total of $234.9M of your funds have been moved to a new address."
The Meme Games Luncurkan Presale Token $MGMES Jelang Olimpiade Paris 2024,"Kamis, 18 Juli 2024",Olimpiade Paris 2024 merupakan sebuah ajang olahraga internasional yang sangat dinanti-nantikan oleh para penggemar olahraga di seluruh dunia.
"State Street, Bank Tertua Kedua di AS Ingin Rilis Stablecoin","Kamis, 18 Juli 2024","State Street Corporation, perusahaan jasa keuangan dan bank tertua kedua di Amerika Serikat, dilaporkan siap untuk mengeksplorasi teknologi blockchain.Menurut laporan Bloomberg News tanggal 17 Juli, State Street sedang mempertimbangkan untuk membuatstablecoindan token depositnya sendiri.Selain itu, mereka juga dapat memanfaatkan investasinya distartuppembayaran yang berbasis di Inggris, Fnality."
"Volume Trading CEX Merosot Sejak Maret 2024, DEX Mendominasi","Kamis, 18 Juli 2024",Volume perdagangan spot dan derivatif diexchangekripto terpusat (CEX) telah mengalami penurunan signifikan sejak 26 Maret 2024.
"Jelang Terima Bitcoin, Kreditor Mt. Gox Alami Upaya Login Mencurigakan","Kamis, 18 Juli 2024",Anggota subreddit ‘r/mtgoxinsolvency’ melaporkan upayalogintidak dikenal ke akun mereka yang terdaftar untuk pengembalian aset Mt.
Vitalik Buterin: Jangan Hanya Dukung Politisi karena Pro-Kripto,"Kamis, 18 Juli 2024","Co-Founder Ethereum, Vitalik Buterin, mengeluarkan peringatan kepada komunitas kripto agar tidak mendukung kandidat politik hanya karena mereka mengaku pro-kripto.Dalam sebuahpostingan blogpada Rabu (17/7/2024), Buterin membahas tentang semakin pentingnya peran aset kripto dalam kebijakan politik, dengan menyebut beberapa peraturan seperti MiCA di Uni Eropa, regulasi stablecoin di Inggris, dan upaya penegakan hukum dari Komisi Sekuritas dan Bursa AS (SEC).Baca juga:Mengenal Aturan MiCA  dan Dampaknya Pada Pasar KriptoButerin mengakui bahwa banyak dari peraturan tersebut masuk akal, namun ia tetap khawatir terhadap tindakan ekstrem yang bisa muncul, seperti pengklasifikasian semua koin kripto sebagai sekuritas.Peraturan ini menunjukkan adanya aktivitas politik yang semakin berkembang dalam komunitas kripto, di mana pelaku industri mulai mendukung partai dan kandidat berdasarkan sikap mereka yang pro-kripto dengan harapan regulasi akan lebih ramah terhadap industri ini.Baca juga:Donald Trump Pilih Cawapres Pro KriptoPrinsip Kebebasan KriptoDalam argumennya, Buterin menekankan bahwa industri ini tidak hanya tentang kripto dan blockchain, tetapi juga harus merangkul etos‘cypherpunk’yang lebih luas."
"Coinfest Asia 2024 Segera Hadir, Tawarkan Pengalaman Festival Web3 Terbaik","Kamis, 18 Juli 2024",Setelah sukses mengadakan Coinfest Asia selama dua tahun berturut-turut pada 2022 dan 2023.
Bitget Token (BGB) Masuk ke 10 Aset Kripto Berkinerja Terbaik di H1 2024,"Rabu, 17 Juli 2024","Laporan dariForbesmenunjukkan bahwa Bitget Token (BGB), tokennativedariexchangekripto Bitget, telah berhasil masuk ke dalam daftar 10 aset kripto dengan kinerja terbaik sepanjang paruh pertama tahun 2024.Sepanjang tahun 2024, BGB menunjukkan pertumbuhan yang signifikan dan mencapai peringkat tertinggi dalam hal imbal hasil bersama dengan altcoin lainnya seperti Toncoin (TON), Pepecoin (PEPE), dan Dogwifhat (WIF).Token ini telah mencatat kenaikan harga dari US$0,57 menjadi US$1,43 dan mengalami lonjakan lebih dari 150% hanya dalam satu bulan pada Januari 2024.“Keberhasilan BGB baru-baru ini dapat dikaitkan dengan faktor-faktor seperti adopsi yang terus meningkat, utilitas dalam ekosistem Bitget, dan sentimen pasar yang positif,” kata Gracy Chen, Chief Executive Officer (CEO) di Bitget.Kinerja BGB selama setahun terakhir telah mendorong kenaikan harga hingga 131%, mengungguli sekitar 69% aset kripto teratas lainnya, termasuk Bitcoin (BTC) dan Ethereum (ETH).Per artikel ini ditulis (17/7/2024), BGB merupakan aset kripto terbesar ke-57 dengan kapitalisasi pasar mencapai US$1,5 miliar."
"Gara-gara Bug, Pengguna Degen Chain Kehilangan 90% Asetnya","Rabu, 17 Juli 2024",Seorang pengguna proyek layer-3 Degen Chain kehilangan 90% asetnya karenabug.
Bitget Token (BGB) Masuk ke 10 Aset Kripto Berkinerja Terbaik di H1 2024,"Rabu, 17 Juli 2024","Laporan dariForbesmenunjukkan bahwa Bitget Token (BGB), tokennativedariexchangekripto Bitget, telah berhasil masuk ke dalam daftar 10 aset kripto dengan kinerja terbaik sepanjang paruh pertama tahun 2024.Sepanjang tahun 2024, BGB menunjukkan pertumbuhan yang signifikan dan mencapai peringkat tertinggi dalam hal imbal hasil bersama dengan altcoin lainnya seperti Toncoin (TON), Pepecoin (PEPE), dan Dogwifhat (WIF).Token ini telah mencatat kenaikan harga dari US$0,57 menjadi US$1,43 dan mengalami lonjakan lebih dari 150% hanya dalam satu bulan pada Januari 2024.“Keberhasilan BGB baru-baru ini dapat dikaitkan dengan faktor-faktor seperti adopsi yang terus meningkat, utilitas dalam ekosistem Bitget, dan sentimen pasar yang positif,” kata Gracy Chen, Chief Executive Officer (CEO) di Bitget.Kinerja BGB selama setahun terakhir telah mendorong kenaikan harga hingga 131%, mengungguli sekitar 69% aset kripto teratas lainnya, termasuk Bitcoin (BTC) dan Ethereum (ETH).Per artikel ini ditulis (17/7/2024), BGB merupakan aset kripto terbesar ke-57 dengan kapitalisasi pasar mencapai US$1,5 miliar."
"Gara-gara Bug, Pengguna Degen Chain Kehilangan 90% Asetnya","Rabu, 17 Juli 2024",Seorang pengguna proyek layer-3 Degen Chain kehilangan 90% asetnya karenabug.
"FTX Setuju Bayar Rp204,8 Triliun untuk Akhiri Gugatan CFTC","Rabu, 17 Juli 2024","FTX,exchangekripto yang mengalami kebangkrutan pada 2022, telah mencapai penyelesaian dengan Commodity Futures Trading Commission (CFTC) untuk mengakhiri gugatan dengan setuju untuk membayar penyelesaian sebesar US$12,7 miliar atau sekitar Rp204,8 triliun.Menurutdokumendari Pengadilan Kebangkrutan Distrik Delaware tertanggal 12 Juli 2024, FTX akan membayar sekitar US$4 miliar sebagai biaya pengembalian dan tambahan US$8,7 miliar akan dibayarkan sebagai biaya restitusi.Dokumen tersebut menunjukkan bahwa negosiasi antara kedua belah pihak telah berlangsung selama berbulan-bulan dan kini kesepakatan tersebut menunggu persetujuan akhir dari pengadilan.Penyelesaian ini dianggap sebagai “komponen integral dan berharga dari rencana reorganisasi Bab 11 yang diusulkan oleh FTX” karena mampu menyelesaikan litigasi yang sedang berlangsung dan perselisihan dengan salah satu kreditur terbesar FTX.Adapun kesepakatan ini diklaim dapat menghindari biaya dan penundaan lebih lanjut dari litigasi, serta mengurangi risiko signifikan dari penurunan nilai aset yang tersedia untuk didistribusikan kepada pada kreditur.Baca juga:FTX Ingin Bayar Ganti Rugi Uang Tunai, Kreditur Protes!CFTC Sebut FTX Telah Menyesatkan PelangganCFTC mulai melakukan penyelidikan terhadap FTX setelah keruntuhanexchangetersebut pada November 2022."
"Flipster Adakan Kompetisi Meme BONK, Ini Caranya!","Rabu, 17 Juli 2024","Flipster, platform perdagangan derivatif kripto, bekerja sama dengan Bonk Inu, koin meme populer, mengumumkan peluncuran Bonk Meme Contest.Kampanye ini berlangsung dari 11 Juli 2024 hingga 20 Juli 2024, mengajak peserta untuk menunjukkan kreativitas mereka dan memenangkan hadiah menarik.Cara Berpartisipasi Bonk Meme Contest adalah sebagai berikut.1."
"Kampanye Trump Kumpulkan Donasi Kripto Hingga Rp53,2 Miliar","Rabu, 17 Juli 2024","Kampanye mantan presiden AS, Donald Trump, berhasil mengumpulkan donasi dalam bentuk kripto senilai US$3,3 juta atau setara dengan Rp53,2 miliar selama kuartal kedua 2024."
"Proyek RWA  Plume Rilis Tesnet Berinsentif, Ini Cara Partisipasi!","Rabu, 17 Juli 2024","Plume, platform modular EVM Layer-2 mengumumkan peluncurantestnet-nya, didukung oleh mitra terkemuka seperti Bitget Wallet, Celestia, dan Supra."
Akun Instagram Milik Exchange Kripto Asing Diblokir Kominfo,"Rabu, 17 Juli 2024","Komunitas kripto saat ini dikejutkan oleh langkah Kementerian Komunikasi dan Informatika (Kominfo) Republik Indonesia yang secara tiba-tiba memblokir akun Instagram milik beberapaexchangekripto asing.Sejak Selasa (16/7/2024), akun Instagram dari berbagaiexchangetermasuk Binance, Bybit, KuCoin, dan MEXC tidak bisa lagi diakses dari IP Indonesia atau akun Instagram pengguna yang berbasis di Indonesia.Hal ini juga berdampak pada akunexchangeyang dikhususkan untuk komunitas di tanah air, seperti Binance Indonesia, Bybit Indonesia, dan KuCoin Indonesia.Pengguna yang mencoba mengakses akun-akun tersebut akan menemui pesan “Akun ini tidak tersedia di Indonesia.” Instagram menjelaskan bahwa pemblokiran ini dilakukan atas dasar “permintaan hukum dari Kominfo untuk membatasi konten ini.”Tangkapan layar dari akun Instagram resmi Bybit."
Meme Coin WienerAI Umumkan Fase Terakhir Presale Token $WAI,"Rabu, 17 Juli 2024","Meme coinWienerAIbaru-baru ini berhasil mengumpulkan dana sebesar US$7,47 juta dalam presale token $WAI."
"Harga Bitcoin Mulai Reli, Investor FOMO Jadi Pemicu!","Selasa, 16 Juli 2024","Harga Bitcoin kembali mengalami lonjakan, menembus level US$62.000 setelah sebelumnya sempat merosot di bawah US$60.000."
ETF ETH Spot Diproyeksi Mulai Perdaganganpada Juli 2024,"Selasa, 16 Juli 2024","Komisi Sekuritas dan Bursa AS (SEC) siap untuk menyetujui dana yang diperdagangkan di bursa (ETF) Ethereum minggu depan, dengan perdagangan diperkirakan akan dimulai pada 23 Juli 2024.Perkembangan signifikan ini mengikuti komunikasi baru-baru ini antara SEC dan penerbit ETF, yang menandakan adanya potensi lampu hijau untuk produk keuangan yang sangat dinantikan ini.Dilansir dariCryptoslate, analis senior ETF Bloomberg Eric Balchunas menyampaikan berita tersebut pada 15 Juli 2024 melalui akun X-nya.Dia melaporkan bahwa SEC telah menginstruksikan emiten untuk menyerahkan pernyataan pendaftaran S-1 mereka yang telah diselesaikan, termasuk biaya manajemen, pada tanggal 17 Juli.SEC diperkirakan akan meminta efektivitas setelah penutupan bisnis pada tanggal 22 Juli, membuka jalan bagi peluncuran perdagangan hari Selasa.“Mendengar SEC [telah] akhirnya menghubungi emiten hari ini, meminta mereka untuk […] meminta efektivitas pada hari Senin setelah penutupan peluncuran Selasa 23/7,”tulis Balchunas di X.Antisipasi dan Reaksi Industri ETF ETHKomunitas kripto telah dengan sabar menunggu persetujuan ETF spot Ethereum sejak SEC menyetujui ETF Bitcoin spot pada bulan Januari, yang menghasilkan arus masuk sekitar US$15,8 miliar tahun ini.Nate Geraci, Presiden ETF Store, memperkirakan minggu ini sebagai kemungkinan periode persetujuan untuk ETF spot Ethereum."
"Produk Investasi Kripto Cetak Rekor, Raih Inflow Rp288,3 Triliun","Selasa, 16 Juli 2024","Produk investasi kripto global mencetak rekor baru dengan dana masuk mencapai US$17,8 miliar atau sekitar Rp288,3 triliun berdasarkanyear-to-date(YTD).Angka ini melampaui pencapaian sebelumnya pada 2021 dengan arus masuk sebesar US$10,6 miliar atau setara Rp171,7 triliun.Baca juga:Produk Investasi Kripto Capai Rekor Baru, Raih Inflow  US$2,7 MiliarMenurut laporan dariCoinSharespada Senin (15/7/2024), produk investasi kripto mengalami arus masuk dana sebesar US$1,44 miliar atau setara Rp23,3 triliun pada pekan lalu, meskipun pasar sedang mengalami penurunan secara luas.Arus dana mingguan ke produk investasi kripto."
Donald Trump Pilih Cawapres Pro Kripto,"Selasa, 16 Juli 2024",Mantan Presiden Donald Trump yang kini mencalonkan kembali sebagai presiden telah memilih Senator Ohio J.D.
Agoric Luncurkan Orchestration untuk Aplikasi Web3 Generasi Berikutnya,"Selasa, 16 Juli 2024","Agoric, sebuah blockchain layer 1 yang dirancang untukchain abstractiontelah meluncurkan Orchestration API-nya."
Flipster Adakan Kompetisi Berhadiah Hingga 150 Ribu USDT,"Selasa, 16 Juli 2024","Flipster, platform derivatif kripto mengumumkan peluncuranBirthday Bonanza Competitions.Acara menarik ini untuk merayakan ulang tahun Flipster, mengundang para penggemar kripto untuk berpartisipasi dan berkesempatan memenangkan hadiah besar.Kompetisi ini menampilkan dua kategori utama: Kompetisi Volume Perdagangan dan Kompetisi Perdagangan P&L, dengan total hadiah melebihi US$150.000.Detail Kompetisi dan HadiahPeserta dapat mengikuti Kompetisi Volume Perdagangan atau Kompetisi Perdagangan P&L, dengan pembukaan pendaftaran mulai 10 Juli 2024 pukul 00:00 UTC dan ditutup pada 25 Juli 2024 pukul 00:00 UTC.Periode kompetisi berlangsung dari 17 Juli 2024 pukul 00:00 UTC hingga 25 Juli 2024 pukul 00:00 UTC."
Game Telegram Pixelverse Tetapkan Jadwal Peluncuran Token PIXFI,"Selasa, 16 Juli 2024","Pixelverse, tim di balikgameTelegram PixelTap, akan segera meluncurkanToken Generation Event(TGE) untuk token PIXFI yang telah lama dinanti di jaringan The Open Network (TON).Dalam sebuahpostingandi X pada Senin (15/7/2024), Pixelverse mengumumkan bahwa tokennya akan diluncurkan di jaringan TON pada 18 Juli mendatang, bersamaan denganlistingtoken PIXFI di berbagaiexchangeterpusat (CEX), termasuk salah satunyaBitget.Pixelverse adalahgamekripto inovatif yang terintegrasi dengan Telegram dan memiliki latar dunia cyberpunk."
CEO BlackRock Akui Bitcoin sebagai Instrumen Keuangan Sah,"Selasa, 16 Juli 2024","Larry Fink, CEO BlackRock, yang dulunya skeptis terhadap Bitcoin, kini mengakui bahwa aset kripto tersebut dapat dianggap sebagai instrumen keuangan yang sah."
Koin Meme Shiba Shooutout Raih US$600 Ribu,"Selasa, 16 Juli 2024","Shiba Shootout, koin meme bertema Wild West, telah meraup US$600.000 dalampresale-nya."
Parpol Korea Selatan Ingin Penerapan Pajak Kripto Ditunda Hingga 2028,"Senin, 15 Juli 2024","Partai Kedaulatan Rakyat (People Power Party/PPP), yang saat ini berkuasa di Korea Selatan, telah mengajukan usulan untuk menunda penerapan pajak atas keuntungan kripto selama tiga tahun ke depan.Usulan inidiajukanpada 12 Juli 2024 dan mencatat bahwa sentimen saat ini terhadap aset kripto sedang memburuk."
"12 Tahun Tak Aktif, Whale Bitcoin Ini Transfer BTC Senilai Rp1 Triliun","Senin, 15 Juli 2024",Sebuah alamatwalletBitcoin yang tidak aktif dalam satu dekade terakhir terpantau melakukan transfer Bitcoin senilai US$68 juta atau setara dengan Rp1 triliun ke alamat baru yang tidak diketahui.
